split,f1_score,roc_auc,auprc
484,0.42857142857142855,0.9796610169491525,0.8523595848595847
485,0.5333333333333333,0.9796610169491525,0.8693578643578642
486,0.7272727272727273,0.9610169491525424,0.7993506493506493
487,0.6,0.9559322033898304,0.7023909423909422
488,0.3333333333333333,0.9728813559322034,0.8448656898656898
489,0.5714285714285714,0.988135593220339,0.9272546897546897
490,0.47058823529411764,0.9389830508474577,0.6395887445887446
491,0.5333333333333333,0.9728813559322034,0.7897008547008546
492,0.625,0.9847457627118644,0.8923595848595848
493,0.18181818181818182,0.9915254237288136,0.9587412587412588
494,0.3333333333333333,0.9627118644067797,0.7775641025641025
495,0.5882352941176471,0.9779661016949153,0.868034188034188
496,0.6666666666666666,0.9915254237288136,0.9587412587412588
497,0.7619047619047619,0.9677966101694915,0.8214818514818515
498,0.5333333333333333,0.9711864406779661,0.8117704517704517
499,0.5882352941176471,0.9813559322033898,0.8812626262626262
